Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
2024/1/1 0:00,39,Idle,74.13758998750998,3.5005952505668376,8.61216228672771,10.650541807495888,0.20776425865210613,7.75126066915425,477.6573907044127,0.34465028571231104,14.96546993501487,Low
2024/1/1 0:01,29,Active,84.26455838600123,3.3559277995326586,2.2685587276657015,29.11181021637609,2.2284635854376598,4.989172453658086,398.1747469572252,0.7698484383392469,7.678270238860093,Low
2024/1/1 0:02,15,Active,44.28010157113693,2.0797660943098664,6.144105398264381,18.357292229650056,1.639416214806451,0.45681640537820645,108.0749587029995,0.9870863114008817,8.198391135045167,Low
2024/1/1 0:03,43,Active,40.5685019792109,0.29823776238176414,4.067825373478269,29.15362894215821,1.161020636843566,4.5829735177627215,329.5794095665588,0.9833902235254521,2.7408470871373307,Medium
2024/1/1 0:04,8,Idle,75.06381737005613,0.3458101073578936,6.225737023845363,34.02919051771376,4.796519646574453,2.287716177150092,159.11352502137987,0.5731169659066233,12.100686272703294,Low
2024/1/1 0:05,21,Active,80.95979284122906,1.3856070486043044,9.868068415143949,48.399315247007785,0.5750118032676443,4.720912975440134,147.68770294333612,0.897386277205959,0.04071642305640333,Low
2024/1/1 0:06,39,Active,76.43470131884685,4.815294305581739,2.6168297234116773,23.51712339338756,2.089320253165994,4.894678075059727,222.97469093294356,0.22054005807245936,9.032312654501068,Low
2024/1/1 0:07,19,Active,37.67027924303745,4.43660963338224,7.659485950666886,35.45109695004191,3.2582462685795965,4.235901006303598,241.4567352566456,0.9118387921684246,0.738357242870531,Medium
2024/1/1 0:08,23,Active,75.54661164410375,3.128202862422097,2.679065557605282,43.6482617014793,2.8840694390759047,7.551567604579149,148.45814417503266,0.5005886207126145,11.446013034062002,Low
2024/1/1 0:09,11,Active,56.32470868805761,0.6477246429520054,3.4018353441201876,23.985565512657452,0.5635281868990277,6.335665977803453,281.25801326895026,0.8054916079406376,3.6879124533514194,Medium
2024/1/1 0:10,11,Active,66.55051120235176,1.6104213892048784,2.6125075127259008,1.6092827239596548,4.32774547309416,8.739313187014602,142.8499002702622,0.26989619659199615,14.122461946417545,Low
2024/1/1 0:11,24,Active,54.13582194117923,0.8637603104255143,6.756743096390736,46.547747355178544,0.9126450867276925,3.090228044709844,438.30083343863873,0.38787988525518136,6.98844511559815,Low
2024/1/1 0:12,36,Active,30.80712891003994,4.331260329471949,2.403440254634778,35.07735095592837,1.6353653413345526,5.2556565628461795,66.0246521675198,0.21333816069006206,4.3700969197965005,Low
2024/1/1 0:13,40,Active,89.77546156711297,4.3757547149197915,5.27766049043674,24.485137697381926,1.8430267145208035,5.594102962410899,172.27301561475736,0.828514893951009,3.4529448102686895,Low
2024/1/1 0:14,24,Active,40.55057821320839,1.5197543895191592,5.848272889112279,8.266490824556545,3.474361430477016,3.383428953410644,384.2750620492868,0.6566370087672982,0.766177412090992,Medium
2024/1/1 0:15,3,Active,70.39708663109374,3.385377429755691,2.6282755698278577,15.413169643245425,2.3187357368084305,2.786779426258754,489.48956431961057,0.10085927331184819,5.274773908330411,Low
2024/1/1 0:16,22,Active,43.2983362570818,0.6011503368279756,4.401456127527657,1.998256807385875,3.626658811960976,8.021959558529915,346.8662586733151,0.7343588984646823,12.559487814567396,Low
2024/1/1 0:17,2,Active,32.225479301704034,3.920282164867843,5.97116814096003,49.15967477939302,4.7879831492026454,2.5556772715420486,267.6138919573822,0.32328552976613933,3.638043851511478,Medium
2024/1/1 0:18,24,Active,89.32928500451337,2.133571975203581,5.479431049194174,41.284338629893966,3.9171973781194245,4.68204352003257,420.44703560913905,0.6778687085553772,0.865754810641608,High
2024/1/1 0:19,44,Active,30.387013157159306,1.1040193897978183,3.9695525645341587,24.1759532397036,2.432677977790858,7.158853823589189,58.40655598923986,0.978936395588857,5.3658264067311805,Low
2024/1/1 0:20,30,Active,67.05931732788432,2.255674543183445,1.9287337772916446,15.51251229617403,0.16423986421374714,4.810011825070026,168.5398260451766,0.9034098424102913,2.221063981361546,Low
2024/1/1 0:21,38,Active,74.39516427328363,1.9415787166172611,2.6949846193718385,21.857153296994376,1.5981023163050185,8.858599299654928,66.48443025226484,0.16765453632033978,10.71342507109026,Low
2024/1/1 0:22,2,Active,63.94077498989563,3.201183714567217,9.010579955247199,14.916036327168037,2.8069689090225305,4.900845633433576,258.68663052638067,0.0915430182494813,10.738777076467892,Low
2024/1/1 0:23,21,Idle,76.11311278641995,2.043329491281523,5.868106351847538,35.632705139208646,1.4564695150763711,0.14311764393454718,256.09763501932554,0.9508810581658614,6.060566689820766,Low
2024/1/1 0:24,33,Active,40.23821784057665,2.503024137401093,4.574814042598179,22.97852481609718,0.6017646266327209,6.700044323542026,157.28373248677747,0.19127564373734895,12.468095880504611,Low
2024/1/1 0:25,12,Idle,31.428656407710264,3.01565552930959,7.275045068074727,36.290714325477296,0.9141413804576598,3.6349959837753465,498.3027139995978,0.02786208369665133,4.024517143784266,Medium
2024/1/1 0:26,22,Idle,62.09355320085673,4.360205350966391,5.061432532726363,12.402865339559431,1.9257763611090373,9.748040483448609,199.69137049681393,0.7160751981556222,5.4954851481472,Low
2024/1/1 0:27,44,Active,56.03451322869914,3.7904023312858937,8.3901108585623,28.1102255750197,3.942544198726446,1.5442231701337583,279.40110417792437,0.8893102078559125,1.1702480423487749,Medium
2024/1/1 0:28,25,Active,76.01072761965729,0.7737664461858664,2.863898998722577,44.29500843121146,3.6459529700054056,9.728084915253996,146.63301262440214,0.6808497755196506,8.492510645266863,Low
2024/1/1 0:29,49,Active,33.649866900393064,1.8741060362647155,3.4363700104213932,20.764496195262225,2.052567552093094,8.094124924039725,190.56528857596228,0.30441524068847303,4.885803341800565,Low
2024/1/1 0:30,27,Maintenance,33.21568166471544,4.5449220121648155,4.41127441078263,29.125291902497743,2.929607289108816,8.794094341053922,478.5130437829052,0.7464538989215519,9.611630944556625,Low
2024/1/1 0:31,42,Active,50.15657206668996,3.567115175480483,8.118226639869594,1.480357170668809,2.5380492195784123,3.0224545677328085,175.1172439393216,0.9571908665724287,13.558928843271374,Low
2024/1/1 0:32,28,Active,77.444869949012,1.5516030255170972,9.26017287394441,20.428903337882073,2.7556618169832428,3.532911744166606,465.30418118378583,0.24283268219139886,0.5083139205120757,High
